Title,Year,Rating,Budget,Revenue,Profit,Runtime,genres,production_companies,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Romance,Scifi,Thriller,War,pixaranimationstudios,warnerbros,paramountpictures,columbiapictures,metrogoldwynmayer,universalpictures,lucasfilm,waltdisneypictures,marvelstudios,dccomics
Joe,2014,6.5,4000000,2365467,-1634533,118,Drama,"Worldview Entertainment,Muskat Filmed Properties,Dreambridge Films,Rough House Pictures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cake,2014,6.2,7000000,2360281,-4639719,102,Drama,"Echo Films,We're Not Brothers Productions,Cinelou Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rover,2014,6.1,12250000,2295423,-9954577,103,"Crime,Drama","Porchlight Films,FilmNation Entertainment,Screen Australia,Screen NSW,Blue-Tongue Films,Lava Bear Films,South Australian Film Corporation, The,A24",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clouds of Sils Maria,2014,6.7,6600000,1851517,-4748483,124,Drama,"Pallas Film,CAB Productions,C.G. Cinema",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tusk,2014,5.1,2800000,1826705,-973295,102,"Comedy,Horror","Phase 4 Films,Demarest Films,SModcast Pictures,A24",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infinitely Polar Bear,2014,6.9,6700000,1430655,-5269345,87,"Comedy,Drama","Paper Street Films,Bad Robot,Park Pictures,KGB Media",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99 Homes,2014,6.8,8000000,1411927,-6588073,112,Drama,"Imagenation Abu Dhabi FZ,Hyde Park Entertainment,Broad Green Pictures,Noruz Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Zero Theorem,2014,5.9,8500000,770706,-7729294,107,"Drama,Fantasy,Scifi","Le Pacte,Zanuck Independent,Voltage Pictures,MediaPro Pictures,Zephyr Films,Picture Perfect Corporation,Wild Side Films",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Signal,2014,5.8,4000000,600896,-3399104,95,"Thriller,Scifi","Automatik Entertainment,Low Spark Films,Signal Film Group",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
White God,2014,6.6,2200000,282358,-1917642,121,Drama,"Proton Cinema,Filmpartners,Pola Pandora Filmproduktions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samba,2014,6.4,20000000,151530,-19848470,118,"Drama,Comedy","Gaumont,Quad Productions,Ten Films",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afflicted,2014,6.4,318000,121179,-196821,85,"Horror,Thriller","Tթlթfilm Canada,Panorama Films,Automatik Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frozen,2013,7.3,150000000,1274219009,1124219009,102,"Animation,Adventure,Family","Walt Disney Pictures,Walt Disney Animation Studios",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron Man 3,2013,6.8,200000000,1215439994,1015439994,130,"Action,Adventure,Scifi",Marvel Studios,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Despicable Me 2,2013,7,76000000,970761885,894761885,98,"Animation,Comedy,Family","Universal Pictures,Illumination Entertainment",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hobbit: The Desolation of Smaug,2013,7.6,250000000,958400000,708400000,161,"Adventure,Fantasy","WingNut Films,New Line Cinema,Warner Bros. Pictures,Metro-Goldwyn-Mayer (MGM)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Hunger Games: Catching Fire,2013,7.4,130000000,847423452,717423452,146,"Adventure,Action,Scifi","Lionsgate,Color Force",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fast & Furious 6,2013,6.7,160000000,788679850,628679850,130,"Action,Thriller,Crime","Universal Studios,Universal Pictures,Original Film,One Race Productions,Fuji Television Network,Dentsu,Relativity Media,Etalon film,F & F VI Productions A.I.E",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Monsters University,2013,7,200000000,743559607,543559607,104,"Animation,Family","Walt Disney Pictures,Pixar Animation Studios",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Gravity,2013,7.3,105000000,716392705,611392705,91,"Scifi,Thriller,Drama","Warner Bros.,Heyday Films,Esperanto Filmoj",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Man of Steel,2013,6.5,225000000,662845518,437845518,143,"Action,Adventure,Fantasy,Scifi","Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy,Cruel and Unusual Films",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Thor: The Dark World,2013,6.8,170000000,644571402,474571402,112,"Action,Adventure,Fantasy",Marvel Studios,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Croods,2013,6.8,135000000,585178928,450178928,98,"Adventure,Animation,Comedy,Family,Fantasy",DreamWorks Animation,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World War Z,2013,6.7,200000000,531865000,331865000,116,"Action,Drama,Horror,Scifi,Thriller","Paramount Pictures,GK Films,Skydance Productions,Hemisphere Media Capital,Apparatus Productions,Latina Pictures,2DUX�_",1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Oz: The Great and Powerful,2013,5.7,200000000,491868548,291868548,130,"Fantasy,Adventure,Family","Walt Disney Pictures,Roth Films",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek Into Darkness,2013,7.4,190000000,467365246,277365246,132,"Action,Adventure,Scifi","Paramount Pictures,Skydance Productions,Bad Robot,Kurtzman/Orci",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Wolverine,2013,6.3,120000000,415440673,295440673,126,"Action,Scifi,Adventure,Fantasy","Twentieth Century Fox Film Corporation,Donners' Company,Marvel Entertainment,Bad Hat Harry Productions,Big Screen Productions,TSG Entertainment",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Rim,2013,6.7,180000000,407602906,227602906,131,"Action,Scifi,Adventure","Legendary Pictures,Warner Bros.,Disney Double Dare You (DDY),Indochina Productions",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Wolf of Wall Street,2013,7.9,100000000,392000694,292000694,180,"Crime,Drama,Comedy","Paramount Pictures,Appian Way,EMJAG Productions,Red Granite Pictures,Sikelia Productions",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
G.I. Joe: Retaliation,2013,5.4,130000000,371876278,241876278,110,"Adventure,Action,Scifi,Thriller","Paramount Pictures,Di Bonaventura Pictures,Hasbro,Skydance Productions,Metro-Goldwyn-Mayer (MGM),Saints LA",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
The Hangover Part III,2013,6,103000000,362000072,259000072,100,Comedy,"Legendary Pictures,Green Hat Films",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Gatsby,2013,7.3,105000000,351040419,246040419,143,"Drama,Romance","Village Roadshow Pictures,Bazmark Films,Warner Bros.,A&E Television Networks,Red Wagon Entertainment,Spectrum Films",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Smurfs 2,2013,5.5,105000000,347434178,242434178,105,"Fantasy,Family,Comedy,Animation","Columbia Pictures,Sony Pictures Animation,Kerner Entertainment Company,Hemisphere Media Capital,NeoReel",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Conjuring,2013,7.4,13000000,318000141,305000141,112,"Horror,Thriller","New Line Cinema,The Safran Company,Evergreen Media Group",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Good Day to Die Hard,2013,5.2,92000000,304654182,212654182,98,"Action,Thriller","Ingenious Media,Twentieth Century Fox Film Corporation,Dune Entertainment,Mid Atlantic Films,Big Screen Productions,Temple Hill Entertainment,TSG Entertainment,Giant Pictures,Origo Film Group",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oblivion,2013,6.4,120000000,286168572,166168572,124,"Action,Scifi,Adventure,Mystery","Universal Pictures,Chernin Entertainment,Relativity Media,Monolith Pictures (III),Radical Studios",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Elysium,2013,6.4,115000000,286140700,171140700,109,"Scifi,Action,Drama,Thriller","TriStar Pictures,Media Rights Capital,Sony Pictures Entertainment (SPE),QED International,Alpha Core,Genre Films,Simon Kinberg Productions",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Turbo,2013,6.1,135000000,282570682,147570682,96,"Animation,Family",DreamWorks Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We're the Millers,2013,6.8,37000000,269994119,232994119,110,"Comedy,Crime","New Line Cinema,BenderSpink,Heyday Films,Newman/Tooley Films,Vincent Newman Entertainment,Slap Happy Productions (II)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic,2013,6.4,100000000,268426634,168426634,102,"Animation,Adventure,Family,Fantasy","Blue Sky Studios,Twentieth Century Fox Animation",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Hustle,2013,6.8,40000000,251171807,211171807,138,"Drama,Crime","Columbia Pictures,Atlas Entertainment,Annapurna Pictures",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,2013,6.4,78000000,248384621,170384621,95,"Animation,Family,Comedy","Columbia Pictures,Sony",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grown Ups 2,2013,5.8,80000000,246984278,166984278,100,Comedy,"Columbia Pictures,Happy Madison Productions,Sony Pictures Entertainment (SPE)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
After Earth,2013,5,130000000,243843127,113843127,100,"Scifi,Action,Adventure","Columbia Pictures,Blinding Edge Pictures,Overbrook Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Hansel & Gretel: Witch Hunters,2013,5.7,50000000,224803475,174803475,88,"Fantasy,Horror,Action","Paramount Pictures,Studio Babelsberg,MTV Films,Gary Sanchez Productions,Metro-Goldwyn-Mayer (MGM),Deutsche Filmf�_rderfonds (DFFF)",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Planes,2013,5.7,50000000,219788712,169788712,91,"Animation,Family,Adventure,Comedy","Walt Disney Pictures,Walt Disney Animation Studios",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
White House Down,2013,6.3,150000000,205366737,55366737,131,"Action,Drama,Thriller","Columbia Pictures,Centropolis Entertainment,Iron Horse Entertainment (II),Mythology Entertainment (II)",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Jack the Giant Slayer,2013,5.5,195000000,197687603,2687603,114,"Action,Family,Fantasy","New Line Cinema,Original Film,Legendary Pictures,Warner Bros.,Big Kid Pictures,Bad Hat Harry Productions",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Secret Life of Walter Mitty,2013,7,90000000,188133322,98133322,114,"Adventure,Comedy,Drama,Fantasy","New Line Cinema,Ingenious Media,Twentieth Century Fox Film Corporation,Samuel Goldwyn Films,Big Screen Productions,Red Hour Films,TSG Entertainment,Down Productions",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Years a Slave,2013,7.9,20000000,187000000,167000000,134,"Drama,History","Plan B Entertainment,Regency Enterprises,River Road Entertainment,Film4,New Regency Pictures",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,2013,5.9,90000000,174578751,84578751,106,"Adventure,Family,Fantasy","1492 Pictures,Dune Entertainment,Fox 2000 Pictures,Sunswept Entertainment,Dune Entertainment III,TSG Entertainment",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identity Thief,2013,5.6,35000000,173965010,138965010,111,"Comedy,Crime","Stuber Productions,Aggregate Films,DumbDumb",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchorman 2: The Legend Continues,2013,6,50000000,173649015,123649015,119,Comedy,"Paramount Pictures,Gary Sanchez Productions,Apatow Productions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Olympus Has Fallen,2013,6.2,70000000,161025640,91025640,120,"Action,Thriller","Nu Image Films,Millennium Films",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Heat,2013,6.5,43000000,158674180,115674180,117,"Action,Comedy,Crime","Ingenious Film Partners,Ingenious Media,Twentieth Century Fox Film Corporation,Chernin Entertainment,Big Screen Productions,TSG Entertainment",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Grandpa,2013,6,15000000,151831537,136831537,92,Comedy,"Paramount Pictures,MTV Films,Dickhouse Productions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47 Ronin,2013,5.9,175000000,150962475,-24037525,119,"Drama,Action,Adventure,Fantasy","Mid Atlantic Films,Stuber Productions,Universal,Moving Picture Company (MPC),H2F Entertainment",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,2013,7.4,40000000,149295601,109295601,121,"Action,Drama,Thriller,War","Universal Pictures,Weed Road Pictures,Herrick Entertainment,Leverage Management,Closest to the Hole Productions,Emmett/Furla Films,Envision Entertainment Corporation,Film 44,Foresight Unlimited,Hollywood Studios International,Spikings Entertainment",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Mama,2013,6,15000000,146497771,131497771,100,Horror,"Universal Pictures,Toma 78,De Milo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Last Vegas,2013,6.4,28000000,134402450,106402450,105,Comedy,"Laurence Mark Productions,CBS Films,Outlaw Sinema,Good Universe,Gidden Media",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Guns,2013,6.6,61000000,131940411,70940411,109,"Action,Comedy,Crime","Universal Studios,Marc Platt Productions,Emmett/Furla Films,Envision Entertainment Corporation",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking With Dinosaurs,2013,5.2,80000000,126546518,46546518,87,"Animation,Family,Adventure","BBC Worldwide,Reliance BIG Entertainment,Animal Logic,BBC Earth,Evergreen Films,BBC Earth MD (WWD),Evergreen MD",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is the End,2013,6.2,32000000,126041322,94041322,107,"Action,Comedy","Columbia Pictures,Mandate Pictures,Sony Pictures Entertainment (SPE),Point Grey Pictures",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ender's Game,2013,6.6,110000000,125537191,15537191,114,"Scifi,Action,Adventure","Summit Entertainment,Chartoff Productions,Odd Lot Entertainment,K/O Paper Products,Digital Domain,Taleswapper",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Escape Plan,2013,6.7,50000000,122915111,72915111,115,"Action,Thriller","Summit Entertainment,Atmosphere Entertainment MM,Emmett/Furla Films,Mark Canton Productions,Envision Entertainment,Boies / Schiller Film Group,Knightsbridge Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prisoners,2013,7.9,46000000,122126687,76126687,153,"Drama,Thriller,Crime","Alcon Entertainment,Madhouse Entertainment,8:38 Productions",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Now You See Me,2013,7.3,75000000,117698894,42698894,115,"Thriller,Crime","Summit Entertainment,K/O Paper Products,SOIXAN7E QUIN5E,See Me Louisiana",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Warm Bodies,2013,6.4,35000000,116980662,81980662,97,"Horror,Comedy,Romance",Summit Entertainment,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butler,2013,7.2,25000000,115922175,90922175,132,Drama,"Laura Ziskin Productions,Lee Daniels Entertainment,Follow Through Productions,Salamander Pictures,Pam Williams Productions,Windy Hill Pictures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saving Mr. Banks,2013,7.3,35000000,112544580,77544580,125,"Comedy,Drama,History","Walt Disney Pictures,BBC Films,Ruby Films,Essential Media & Entertainment,Hopscotch Features",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Free Birds,2013,5.7,55000000,110000000,55000000,91,"Animation,Comedy,Family","Reel FX Creative Studios,Relativity Media",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad,2013,6.2,60000000,105200903,45200903,113,"Crime,Drama,Action,Thriller","Village Roadshow Pictures,Lin Pictures,Warner Bros.,Langley Park Production",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Philomena,2013,7.4,12000000,100129872,88129872,98,Drama,"BBC Films,The Weinstein Company,Baby Cow Productions,Pathթ,Yucaipa Films,Magnolia Mae Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,2013,7,18000000,99206215,81206215,98,"Comedy,Drama",Perdido Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instructions Not Included,2013,7.5,5500000,99067206,93567206,115,"Comedy,Drama","Filmax,Signature Entertainment,Pinema,Pantelion Films",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riddick,2013,6.2,38000000,98337295,60337295,119,"Scifi,Action,Thriller","One Race Productions,Radar Pictures,Riddick Canada Productions",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Safe Haven,2013,6.9,28000000,97594140,69594140,115,Romance,"Temple Hill Productions,Relativity Media",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil Dead,2013,6.4,17000000,97542952,80542952,91,Horror,"TriStar Pictures,Ghost House Pictures,FilmDistrict",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Phillips,2013,7.6,55000000,95000000,40000000,134,"Action,Drama,Thriller",Columbia Pictures,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Mortal Instruments: City of Bones,2013,6.2,60000000,90565421,30565421,130,"Action,Adventure,Drama,Mystery,Romance,Fantasy","Constantin Film Produktion,Don Carmody Productions,Unique Features,Mr. Smith Productions",1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,2013,7.7,38000000,90247624,52247624,123,"Drama,Action","Revolution Films,Working Title Films,Cross Creek Pictures,Exclusive Media Group,Double Negative",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Purge,2013,6,3000000,89328627,86328627,86,"Scifi,Horror,Thriller","Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions,20th Century Fox Russia",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Lone Ranger,2013,5.9,255000000,89289910,-165710090,149,"Action,Adventure,Western","Walt Disney Pictures,Jerry Bruckheimer Films,Infinitum Nihil,Silver Bullet Productions (II),Blind Wink Productions,Classic Media",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
About Time,2013,7.8,12000000,87100449,75100449,123,"Comedy,Drama,Scifi","Working Title Films,Translux",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snowpiercer,2013,6.7,39200000,86758912,47558912,126,"Action,Scifi,Drama","CJ Entertainment,Opus Pictures,Stillking Films,SnowPiercer,Moho Film",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pain & Gain,2013,6.1,25000000,86175291,61175291,130,"Thriller,Crime,Action","Paramount Pictures,De Line Pictures",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Carrie,2013,5.8,30000000,82394288,52394288,100,"Drama,Horror","Screen Gems,Metro-Goldwyn-Mayer (MGM),Misher Films",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scary Movie 5,2013,4.6,20000000,78378744,58378744,86,Comedy,Dimension Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Planet Earth,2013,5.7,40000000,74597643,34597643,89,"Animation,Comedy,Adventure,Family,Scifi","Rainmaker Entertainment,Mainframe Entertainment,Weinstein Company, The",0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August: Osage County,2013,6.9,25000000,74188937,49188937,121,"Comedy,Drama","Jean Doumanian Productions,Smokehouse Pictures",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Best Man Holiday,2013,6.7,17000000,71625195,54625195,123,Comedy,Universal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Counselor,2013,5,25000000,71009334,46009334,117,"Thriller,Crime,Drama","Ingenious Media,Fox 2000 Pictures,Scott Free Productions,Kanzaman,Nick Wechsler Productions,Big Screen Productions,Chockstone Pictures,Translux,TSG Entertainment",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Call,2013,6.6,13000000,68572378,55572378,94,"Crime,Thriller","TriStar Pictures,WWE Studios,Troika Pictures,Emergency Films,Apotheosis Media Group,Amasia Entertainment",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Begin Again,2013,7.3,8000000,63464861,55464861,104,"Comedy,Music,Romance,Drama","Likely Story,Apatow Productions,Exclusive Media Group,Sycamore Pictures",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Effects,2013,6.4,30000000,63372757,33372757,106,"Thriller,Crime,Drama","Di Bonaventura Pictures,Endgame Entertainment,Universal,Open Road Films",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Host,2013,6,44000000,63327201,19327201,125,"Action,Adventure,Romance,Scifi,Thriller","Nick Wechsler Productions,Open Road Films,Silver Reel,Chockstone Pictures",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Runner Runner,2013,5.5,30000000,62616646,32616646,91,"Crime,Thriller,Drama","Double Feature Films,Regency Enterprises,Appian Way,Stone Village Pictures,New Regency Pictures",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R.I.P.D.,2013,5.4,130000000,61648500,-68351500,96,"Fantasy,Action,Comedy,Crime","Universal Pictures,Original Film,Dark Horse Entertainment",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kick-Ass 2,2013,6.3,28000000,60700000,32700000,103,"Action,Adventure,Crime","Universal Pictures,Marv Films",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Haunted House,2013,5.4,2500000,60141683,57641683,86,"Comedy,Horror","Endgame Entertainment,Wayans Bros. Entertainment,IM Global,Open Road Films",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Creatures,2013,5.6,60000000,60052138,52138,124,"Fantasy,Drama,Romance","Alcon Entertainment,Warner Bros.,Belle Pictures,3 Arts Entertainment",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Physician,2013,7.2,32000000,57284237,25284237,155,"Adventure,Drama,History","ARD Degeto Film,UFA Cinema,CinePostproduction,Beta Cinema,Pixomondo,Cine Mobil",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,2013,7.9,5000000,55198285,50198285,117,"Drama,History","Universal Studios,Universal Pictures,Voltage Pictures,Truth Entertainment",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delivery Man,2013,6.2,26000000,51164106,25164106,105,Comedy,"DreamWorks SKG,Touchstone Pictures",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 & Over,2013,5.7,13000000,48065672,35065672,93,Comedy,"Relativity Media,Virgin Produced,Mandeville Films,SkyLand Entertainment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her,2013,7.9,23000000,47351251,24351251,126,"Romance,Scifi,Drama","Warner Bros.,Annapurna Pictures",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Texas Chainsaw 3D,2013,5.3,20000000,47241945,27241945,92,"Horror,Thriller","Nu Image Films,Lions Gate",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parker,2013,5.7,35000000,46216641,11216641,118,"Action,Crime",SND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
